10,230,0,77
11,204,0,0
12,255,77,255
13,166,77,0
14,255,230,255
15,230,204,204
16,255,166,255
17,106,94,94
18,204,0,0
19,255,0,0
20,255,255,168
30,242,166,77
31,82,174,107
40,128,255,0
41,166,242,0
50,166,255,128
60,204,242,77
70,230,230,230
80,0,204,242
90,166,166,255
100,166,230,204
110,0,0,0
