fid;number
9899;1
9900;2
10086;3
10087;4
10088;5
10089;6
10090;7
10091;8
10092;9
10274;10
10275;11
10276;12
10277;13
10278;14
10279;15
10280;16
10462;17
10463;18
10464;19
10465;20
10466;21
10467;22
10468;23
10650;24
10651;25
10652;26
10653;27
10654;28
10655;29
10656;30
10657;31
10658;32
10842;33
10843;34
10844;35
10845;36
10846;37
11033;38
11034;39
